time,request_rate,pods,cpu,memory,latency,prob_30s,prob_60s,action,reason,spike_desc,latency_violation,cpu_overload
90,35.0,2,31.0,24.625,72.94163748226383,0.012771975,0.010929588,HOLD,"Holding: prob_30s=0.01, prob_60s=0.01, CPU=31.0%",✅ NORMAL LOAD - 35 req/s,False,False
91,35.0,2,31.0,24.625,74.84810863751646,0.012724636,0.011394331,HOLD,"Holding: prob_30s=0.01, prob_60s=0.01, CPU=31.0%",✅ NORMAL LOAD - 35 req/s,False,False
92,35.0,2,31.0,24.625,73.24368502277906,0.010056227,0.010375141,HOLD,"Holding: prob_30s=0.01, prob_60s=0.01, CPU=31.0%",✅ NORMAL LOAD - 35 req/s,False,False
93,35.0,2,31.0,24.625,75.80097421113271,0.010682167,0.0094356835,HOLD,"Holding: prob_30s=0.01, prob_60s=0.01, CPU=31.0%",✅ NORMAL LOAD - 35 req/s,False,False
94,35.0,2,31.0,24.625,76.08218887626315,0.010936976,0.008733396,HOLD,"Holding: prob_30s=0.01, prob_60s=0.01, CPU=31.0%",✅ NORMAL LOAD - 35 req/s,False,False
95,35.0,2,31.0,24.625,76.51892521443223,0.0118291285,0.008691691,HOLD,"Holding: prob_30s=0.01, prob_60s=0.01, CPU=31.0%",✅ NORMAL LOAD - 35 req/s,False,False
96,35.0,2,31.0,24.625,70.14493163434106,0.012559217,0.01118316,HOLD,"Holding: prob_30s=0.01, prob_60s=0.01, CPU=31.0%",✅ NORMAL LOAD - 35 req/s,False,False
97,35.0,2,31.0,24.625,73.62109276239163,0.010942389,0.00889038,HOLD,"Holding: prob_30s=0.01, prob_60s=0.01, CPU=31.0%",✅ NORMAL LOAD - 35 req/s,False,False
98,35.0,2,31.0,24.625,75.12946751294744,0.010886697,0.008312936,HOLD,"Holding: prob_30s=0.01, prob_60s=0.01, CPU=31.0%",✅ NORMAL LOAD - 35 req/s,False,False
99,35.0,2,31.0,24.625,73.46485970305568,0.0117526,0.012425388,HOLD,"Holding: prob_30s=0.01, prob_60s=0.01, CPU=31.0%",✅ NORMAL LOAD - 35 req/s,False,False
100,35.0,2,31.0,24.625,75.14539210696356,0.009007748,0.010169389,HOLD,"Holding: prob_30s=0.01, prob_60s=0.01, CPU=31.0%",✅ NORMAL LOAD - 35 req/s,False,False
101,35.0,2,31.0,24.625,74.55177626887867,0.013691763,0.0117444005,HOLD,"Holding: prob_30s=0.01, prob_60s=0.01, CPU=31.0%",✅ NORMAL LOAD - 35 req/s,False,False
102,35.0,2,31.0,24.625,75.35782709525363,0.013359466,0.010557754,HOLD,"Holding: prob_30s=0.01, prob_60s=0.01, CPU=31.0%",✅ NORMAL LOAD - 35 req/s,False,False
103,35.0,2,31.0,24.625,75.51515742753288,0.010589492,0.008929325,HOLD,"Holding: prob_30s=0.01, prob_60s=0.01, CPU=31.0%",✅ NORMAL LOAD - 35 req/s,False,False
104,35.0,2,31.0,24.625,78.08379089802946,0.012532311,0.010804842,HOLD,"Holding: prob_30s=0.01, prob_60s=0.01, CPU=31.0%",✅ NORMAL LOAD - 35 req/s,False,False
105,35.0,2,31.0,24.625,74.85901770076835,0.009525688,0.009397383,HOLD,"Holding: prob_30s=0.01, prob_60s=0.01, CPU=31.0%",✅ NORMAL LOAD - 35 req/s,False,False
106,35.0,2,31.0,24.625,73.53687421252489,0.010749554,0.0086173,HOLD,"Holding: prob_30s=0.01, prob_60s=0.01, CPU=31.0%",✅ NORMAL LOAD - 35 req/s,False,False
107,35.0,2,31.0,24.625,78.29023395715264,0.012721361,0.010700196,HOLD,"Holding: prob_30s=0.01, prob_60s=0.01, CPU=31.0%",✅ NORMAL LOAD - 35 req/s,False,False
108,35.0,2,31.0,24.625,75.89152459995898,0.011680254,0.0086047165,HOLD,"Holding: prob_30s=0.01, prob_60s=0.01, CPU=31.0%",✅ NORMAL LOAD - 35 req/s,False,False
109,35.0,2,31.0,24.625,74.85080513210244,0.012771975,0.010929588,HOLD,"Holding: prob_30s=0.01, prob_60s=0.01, CPU=31.0%",✅ NORMAL LOAD - 35 req/s,False,False
110,35.0,2,31.0,24.625,76.03834361388454,0.010878372,0.008312936,HOLD,"Holding: prob_30s=0.01, prob_60s=0.01, CPU=31.0%",✅ NORMAL LOAD - 35 req/s,False,False
111,35.0,2,31.0,24.625,78.38725249946057,0.010442006,0.00989955,HOLD,"Holding: prob_30s=0.01, prob_60s=0.01, CPU=31.0%",✅ NORMAL LOAD - 35 req/s,False,False
112,35.0,2,31.0,24.625,74.09042302380135,0.012482797,0.011765583,HOLD,"Holding: prob_30s=0.01, prob_60s=0.01, CPU=31.0%",✅ NORMAL LOAD - 35 req/s,False,False
113,35.0,2,31.0,24.625,76.86975656846462,0.010658187,0.008486897,HOLD,"Holding: prob_30s=0.01, prob_60s=0.01, CPU=31.0%",✅ NORMAL LOAD - 35 req/s,False,False
114,35.0,2,31.0,24.625,76.76225708476869,0.015260434,0.010412769,HOLD,"Holding: prob_30s=0.02, prob_60s=0.01, CPU=31.0%",✅ NORMAL LOAD - 35 req/s,False,False
115,35.0,2,31.0,24.625,71.1451194651989,0.012559217,0.010871939,HOLD,"Holding: prob_30s=0.01, prob_60s=0.01, CPU=31.0%",✅ NORMAL LOAD - 35 req/s,False,False
116,35.0,2,31.0,24.625,77.77668526624609,0.0124548245,0.010412769,HOLD,"Holding: prob_30s=0.01, prob_60s=0.01, CPU=31.0%",✅ NORMAL LOAD - 35 req/s,False,False
117,35.0,2,31.0,24.625,72.5374934156927,0.010720922,0.00891194,HOLD,"Holding: prob_30s=0.01, prob_60s=0.01, CPU=31.0%",✅ NORMAL LOAD - 35 req/s,False,False
118,35.0,2,31.0,24.625,76.15115341083948,0.009525688,0.009623935,HOLD,"Holding: prob_30s=0.01, prob_60s=0.01, CPU=31.0%",✅ NORMAL LOAD - 35 req/s,False,False
119,35.0,2,31.0,24.625,73.75733160817055,0.010720922,0.008970122,HOLD,"Holding: prob_30s=0.01, prob_60s=0.01, CPU=31.0%",✅ NORMAL LOAD - 35 req/s,False,False
120,35.0,2,31.0,24.625,74.99550122652016,0.010878372,0.008312936,HOLD,"Holding: prob_30s=0.01, prob_60s=0.01, CPU=31.0%",✅ NORMAL LOAD - 35 req/s,False,False
121,35.0,2,31.0,24.625,78.1174259212229,0.013542344,0.011493664,HOLD,"Holding: prob_30s=0.01, prob_60s=0.01, CPU=31.0%",✅ NORMAL LOAD - 35 req/s,False,False
122,35.0,2,31.0,24.625,74.93337511631361,0.010056227,0.010131086,HOLD,"Holding: prob_30s=0.01, prob_60s=0.01, CPU=31.0%",✅ NORMAL LOAD - 35 req/s,False,False
123,35.0,2,31.0,24.625,75.42488400105334,0.009934608,0.009070891,HOLD,"Holding: prob_30s=0.01, prob_60s=0.01, CPU=31.0%",✅ NORMAL LOAD - 35 req/s,False,False
124,35.0,2,31.0,24.625,76.16427742993007,0.0124548245,0.01111895,HOLD,"Holding: prob_30s=0.01, prob_60s=0.01, CPU=31.0%",✅ NORMAL LOAD - 35 req/s,False,False
125,35.0,2,31.0,24.625,76.91994927915648,0.009125253,0.008388874,HOLD,"Holding: prob_30s=0.01, prob_60s=0.01, CPU=31.0%",✅ NORMAL LOAD - 35 req/s,False,False
126,35.0,2,31.0,24.625,74.93218259891755,0.01147693,0.009511154,HOLD,"Holding: prob_30s=0.01, prob_60s=0.01, CPU=31.0%",✅ NORMAL LOAD - 35 req/s,False,False
127,35.0,2,31.0,24.625,74.12418109094234,0.011133572,0.011527465,HOLD,"Holding: prob_30s=0.01, prob_60s=0.01, CPU=31.0%",✅ NORMAL LOAD - 35 req/s,False,False
128,35.0,2,31.0,24.625,77.20677354785477,0.013191588,0.010722723,HOLD,"Holding: prob_30s=0.01, prob_60s=0.01, CPU=31.0%",✅ NORMAL LOAD - 35 req/s,False,False
129,35.0,2,31.0,24.625,71.43891554654527,0.010682167,0.009213521,HOLD,"Holding: prob_30s=0.01, prob_60s=0.01, CPU=31.0%",✅ NORMAL LOAD - 35 req/s,False,False
130,35.0,2,31.0,24.625,79.33244191232903,0.010056227,0.010131086,HOLD,"Holding: prob_30s=0.01, prob_60s=0.01, CPU=31.0%",✅ NORMAL LOAD - 35 req/s,False,False
131,35.0,2,31.0,24.625,71.74151635450553,0.013691763,0.0117444005,HOLD,"Holding: prob_30s=0.01, prob_60s=0.01, CPU=31.0%",✅ NORMAL LOAD - 35 req/s,False,False
132,35.0,2,31.0,24.625,73.41498955690516,0.0117526,0.012067336,HOLD,"Holding: prob_30s=0.01, prob_60s=0.01, CPU=31.0%",✅ NORMAL LOAD - 35 req/s,False,False
133,35.0,2,31.0,24.625,71.97492204603337,0.010056227,0.010375141,HOLD,"Holding: prob_30s=0.01, prob_60s=0.01, CPU=31.0%",✅ NORMAL LOAD - 35 req/s,False,False
134,35.0,2,31.0,24.625,72.19593267786945,0.010724614,0.009135447,HOLD,"Holding: prob_30s=0.01, prob_60s=0.01, CPU=31.0%",✅ NORMAL LOAD - 35 req/s,False,False
135,35.0,2,31.0,24.625,72.42238797878002,0.010872991,0.008870115,HOLD,"Holding: prob_30s=0.01, prob_60s=0.01, CPU=31.0%",✅ NORMAL LOAD - 35 req/s,False,False
136,35.0,2,31.0,24.625,73.06009725839165,0.009185436,0.00998554,HOLD,"Holding: prob_30s=0.01, prob_60s=0.01, CPU=31.0%",✅ NORMAL LOAD - 35 req/s,False,False
137,35.0,2,31.0,24.625,75.94636076207031,0.009405527,0.009598177,HOLD,"Holding: prob_30s=0.01, prob_60s=0.01, CPU=31.0%",✅ NORMAL LOAD - 35 req/s,False,False
138,35.0,2,31.0,24.625,73.96603546195699,0.012589815,0.01111958,HOLD,"Holding: prob_30s=0.01, prob_60s=0.01, CPU=31.0%",✅ NORMAL LOAD - 35 req/s,False,False
139,35.0,2,31.0,24.625,74.89194981768838,0.010056227,0.010169389,HOLD,"Holding: prob_30s=0.01, prob_60s=0.01, CPU=31.0%",✅ NORMAL LOAD - 35 req/s,False,False
140,35.0,2,31.0,24.625,76.85986229366132,0.010747682,0.009116113,HOLD,"Holding: prob_30s=0.01, prob_60s=0.01, CPU=31.0%",✅ NORMAL LOAD - 35 req/s,False,False
141,35.0,2,31.0,24.625,75.71333605531754,0.012721361,0.010427969,HOLD,"Holding: prob_30s=0.01, prob_60s=0.01, CPU=31.0%",✅ NORMAL LOAD - 35 req/s,False,False
142,35.0,2,31.0,24.625,73.61841787770166,0.010878372,0.008312936,HOLD,"Holding: prob_30s=0.01, prob_60s=0.01, CPU=31.0%",✅ NORMAL LOAD - 35 req/s,False,False
143,35.0,2,31.0,24.625,73.28782263583034,0.010056227,0.009935275,HOLD,"Holding: prob_30s=0.01, prob_60s=0.01, CPU=31.0%",✅ NORMAL LOAD - 35 req/s,False,False
